operator_id,total_calls,missed_calls,missed_call_rate,avg_waiting_time,outbound_calls,internal_call_rate,avg_call_duration,classification
924356,268,95,0.35447761194029853,51.74626865671642,268,0.8171641791044776,408.0074626865672,Zona media
924370,16,2,0.125,9.3125,16,0.8125,78.875,Eficiente
924544,121,4,0.03305785123966942,24.06611570247934,13,0.0,302.3388429752066,Eficiente
924546,131,12,0.0916030534351145,36.267175572519086,83,0.0,647.0152671755725,Eficiente
924572,1,1,1.0,1.0,1,0.0,0.0,Ineficaz parcial
924614,23,16,0.6956521739130435,5.173913043478261,16,0.0,14.478260869565217,Ineficaz parcial
924662,1,0,0.0,20.0,0,0.0,28.0,Eficiente
924928,92,11,0.11956521739130435,62.98913043478261,59,0.6086956521739131,362.8152173913044,Eficiente
924930,268,65,0.24253731343283583,89.29850746268657,246,0.22761194029850745,475.910447761194,Eficiente
924932,36,3,0.08333333333333333,25.333333333333332,33,0.7777777777777778,144.33333333333334,Eficiente
924934,626,173,0.2763578274760383,157.78434504792332,621,0.3242811501597444,791.9808306709265,Zona media
924936,8,2,0.25,26.125,0,0.0,70.0,Eficiente
924940,223,72,0.32286995515695066,68.30941704035874,215,0.23766816143497757,400.7757847533632,Zona media
924946,56,19,0.3392857142857143,56.982142857142854,48,0.5714285714285714,487.39285714285717,Zona media
924948,282,98,0.3475177304964539,121.26595744680851,265,0.1453900709219858,435.6985815602837,Zona media
924950,343,69,0.20116618075801748,100.14285714285714,312,0.39941690962099125,816.7784256559767,Zona media
924952,118,28,0.23728813559322035,45.771186440677965,92,0.3050847457627119,230.02542372881356,Eficiente
924954,140,39,0.2785714285714286,60.52857142857143,120,0.3357142857142857,345.85714285714283,Zona media
924956,106,26,0.24528301886792453,48.405660377358494,68,0.2169811320754717,252.17924528301887,Eficiente
924958,273,85,0.31135531135531136,61.633699633699635,242,0.28205128205128205,326.2857142857143,Zona media
924960,303,86,0.2838283828382838,48.95709570957096,249,0.3234323432343234,273.6666666666667,Zona media
925104,2286,479,0.20953630796150483,218.41382327209098,1367,0.0004374453193350831,1050.4912510936133,Ineficaz parcial
925106,23,0,0.0,48.21739130434783,0,0.17391304347826086,101.78260869565217,Eficiente
925134,44,10,0.22727272727272727,497.72727272727275,44,0.0,2855.2272727272725,Ineficaz parcial
925808,11,0,0.0,26.636363636363637,0,0.18181818181818182,100.0909090909091,Eficiente
925826,708,170,0.2401129943502825,125.4816384180791,539,0.009887005649717515,829.9858757062146,Zona media
925828,646,222,0.34365325077399383,115.82972136222911,475,0.0,699.907120743034,Zona media
925922,22210,10023,0.45128320576316977,12628.075191355245,21754,0.0,24233.619495722647,Muy ineficaz
926184,74,13,0.17567567567567569,55.32432432432432,32,0.05405405405405406,503.9054054054054,Eficiente
926214,3,0,0.0,27.0,0,0.0,277.0,Eficiente
926312,140,77,0.55,162.05,130,0.007142857142857143,361.2857142857143,Ineficaz parcial
926486,2626,1370,0.5217060167555218,871.5856816450876,2610,0.0,2722.6953541507996,Muy ineficaz
926490,155,61,0.3935483870967742,78.33548387096774,144,0.05806451612903226,766.7032258064517,Zona media
926872,32,7,0.21875,3.84375,7,0.0,144.21875,Eficiente
927070,42,0,0.0,88.80952380952381,0,0.0,338.2857142857143,Eficiente
927142,7,2,0.2857142857142857,5.285714285714286,3,0.0,339.85714285714283,Zona media
927908,5,0,0.0,6.2,0,0.0,483.2,Eficiente
927910,31,1,0.03225806451612903,10.096774193548388,0,0.0,491.6774193548387,Eficiente
927912,17,1,0.058823529411764705,7.823529411764706,0,0.0,418.11764705882354,Eficiente
927916,635,108,0.1700787401574803,217.2740157480315,488,0.0,1084.075590551181,Ineficaz parcial
928022,8,0,0.0,38.5,0,0.0,98.5,Eficiente
928092,5,0,0.0,82.0,0,0.0,68.2,Eficiente
928142,8,0,0.0,13.75,0,0.0,22.875,Eficiente
928202,32,0,0.0,39.125,0,0.03125,585.28125,Eficiente
928228,69,44,0.6376811594202898,243.40579710144928,69,0.0,645.7536231884058,Muy ineficaz
928282,2,2,1.0,8.0,2,1.0,0.0,Ineficaz parcial
928284,2,2,1.0,11.0,2,1.0,0.0,Ineficaz parcial
928312,1975,706,0.3574683544303797,414.1949367088608,1956,0.008607594936708861,1176.2962025316456,Ineficaz parcial
928382,23,7,0.30434782608695654,12.304347826086957,11,0.0,22.82608695652174,Zona media
928404,5,0,0.0,27.6,0,0.0,112.4,Eficiente
